Taxonomy,Bulk,Benthic,Tax_detail
Microseira_Carmichael-Alabama,0,0.00001,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__unidentified_Cyanobacteriales;g__Microseira_Carmichael-Alabama;
Aneurinibacillus,0,0.000002,k__Bacteria;p__Firmicutes;c__Bacilli;o__Aneurinibacillales;f__Aneurinibacillaceae;g__Aneurinibacillus;
Helicobacter,0,0.000002,k__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;
Merismopedia_AICB1015,0.000002,0.000002,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Cyanobacteriaceae;g__Merismopedia_AICB1015;
Collinsella,0,0.000002,k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;
unidentified_Simkaniaceae,0,0.000002,k__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Simkaniaceae;g__unidentified_Simkaniaceae;
Gemmatirosa,0,0.000004,k__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;
unidentified_Synergistaceae,0,0.000002,k__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__unidentified_Synergistaceae;
Vampirovibrio,0.000002,0.000002,k__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Vampirovibrionales;f__Vampirovibrionaceae;g__Vampirovibrio;
Anaerofustis,0,0.000002,k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae;g__Anaerofustis;
unidentified_Rikenellaceae,0,0.000002,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__unidentified_Rikenellaceae;
Enterorhabdus,0.000002,0,k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enterorhabdus;
unidentified_Pleomorphomonadaceae,0,0.000002,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Pleomorphomonadaceae;g__unidentified_Pleomorphomonadaceae;
Acidipila-Silvibacterium,0,0.000002,k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae_(Subgroup_1);g__Acidipila-Silvibacterium;
Nocardiopsis,0,0.000002,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Nocardiopsaceae;g__Nocardiopsis;
unidentified_Candidatus_Shapirobacteria,0,0.000002,k__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Shapirobacteria;f__unidentified_Candidatus_Shapirobacteria;g__unidentified_Candidatus_Shapirobacteria;
Cellulosilyticum,0,0.000002,k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Cellulosilyticum;
1174-901-12,0,0.000004,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__1174-901-12;
Candidatus_Renichlamydia,0.000004,0,k__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Simkaniaceae;g__Candidatus_Renichlamydia;
Achromatium,0,0.000004,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Achromatium;
unidentified_Candidatus_Gottesmanbacteria,0,0.000002,k__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Gottesmanbacteria;f__unidentified_Candidatus_Gottesmanbacteria;g__unidentified_Candidatus_Gottesmanbacteria;
Nostoc_PCC-7524,0,0.000002,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc_PCC-7524;
Nitrospirillum,0,0.000002,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Nitrospirillum;
IheB3-7,0,0.000002,k__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__IheB3-7;
Kouleothrix,0,0.000002,k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Kouleothrix;
Anaerospora,0,0.000002,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Sporomusaceae;g__Anaerospora;
Constrictibacter,0,0.000002,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__unidentified_Puniceispirillales;g__Constrictibacter;
KD3-10,0,0.000002,k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__KD3-10;
Asinibacterium,0,0.000002,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Asinibacterium;
Thermoflexibacter,0,0.000002,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__Thermoflexibacter;
Blastopirellula,0,0.000002,k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Blastopirellula;
A2,0,0.000002,k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__A2;
Oleiphilus,0,0.000002,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Oleiphilus;
Clostridium,0,0.000002,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Caloramatoraceae;g__Clostridium;
Mucilaginibacter,0,0.000002,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;
possible_genus_03,0,0.000002,k__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__Chitinivibrionaceae;g__possible_genus_03;
Candidatus_Gloeomargarita,0,0.000002,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Eurycoccales;f__unidentified_Eurycoccales;g__Candidatus_Gloeomargarita;
Adhaeribacter,0,0.000002,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Adhaeribacter;
Magnetococcus,0,0.000002,k__Bacteria;p__Proteobacteria;c__Magnetococcia;o__Magnetococcales;f__Magnetococcaceae;g__Magnetococcus;
unidentified_CPR2,0,0.000004,k__Bacteria;p__Patescibacteria;c__CPR2;o__unidentified_CPR2;f__unidentified_CPR2;g__unidentified_CPR2;
Dehalogenimonas,0,0.000002,k__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalogenimonas;
Schleiferia,0,0.000002,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__Schleiferia;
unidentified_Candidatus_Azambacteria,0,0.000002,k__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Azambacteria;f__unidentified_Candidatus_Azambacteria;g__unidentified_Candidatus_Azambacteria;
BBMC-4,0,0.000006,k__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__unidentified_Fibrobacterales;g__BBMC-4;
Ochrobactrum,0,0.000002,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum;
Pasteuria,0,0.000002,k__Bacteria;p__Firmicutes;c__Bacilli;o__Thermoactinomycetales;f__Thermoactinomycetaceae;g__Pasteuria;
Alterococcus,0,0.000002,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Alterococcus;
Lachnospiraceae_UCG-004,0,0.000002,k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-004;
unidentified_Acidimicrobiia,0,0.000002,k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__unidentified_Acidimicrobiia;f__unidentified_Acidimicrobiia;g__unidentified_Acidimicrobiia;
Chujaibacter,0,0.000002,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Chujaibacter;
Annamia_HOs24,0,0.000002,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Cyanobacteriaceae;g__Annamia_HOs24;
Sporobacter,0,0.000006,k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Sporobacter;
Castellaniella,0.000002,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Castellaniella;
Methyloterricola,0.000002,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methyloterricola;
unidentified_GWF2-44-16,0,0.000002,k__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__GWF2-44-16;g__unidentified_GWF2-44-16;
Desertibacter,0,0.000002,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Desertibacter;
RS25G,0,0.000002,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__RS25G;
[Aquaspirillum]_arcticum_group,0,0.000002,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__[Aquaspirillum]_arcticum_group;
Roseburia,0.000002,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;
Candidatus_Endoecteinascidia,0,0.000002,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Piscirickettsiales;f__Piscirickettsiaceae;g__Candidatus_Endoecteinascidia;
Defluviimonas,0,0.000002,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Defluviimonas;
HdN1,0.000004,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__HdN1;
Catellatospora,0.000002,0,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Catellatospora;
Candidatus_Latescibacter,0,0.000002,k__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__Candidatus_Latescibacter;
Nitrolancea,0,0.000002,k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Nitrolancea;
Streptococcus,0.000002,0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;
unidentified_Terasakiellaceae,0,0.000002,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Terasakiellaceae;g__unidentified_Terasakiellaceae;
SD04E11,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__SD04E11;
[Ruminococcus]_torques_group,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_torques_group;
Labilithrix,0,0,k__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Labilithrix;
Bifidobacterium,0,0,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;
Rickettsiella,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Rickettsiella;
Tissierella,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family_XI;g__Tissierella;
Arcobacter,0,0,k__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Arcobacter;
Planctomicrobium,0,0,k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Rubinisphaeraceae;g__Planctomicrobium;
Marinobacter,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinobacteraceae;g__Marinobacter;
Candidatus_Altiarchaeum,0,0,k__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__Altiarchaeales;f__Altiarchaeaceae;g__Candidatus_Altiarchaeum;
Potamolinea_1PC,0,0,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__Potamolinea_1PC;
Pseudanabaena_PCC-7367,0,0,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Pseudanabaena_PCC-7367;
Polycladomyces,0,0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Thermoactinomycetales;f__Thermoactinomycetaceae;g__Polycladomyces;
Rubrobacter,0,0,k__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteriaceae;g__Rubrobacter;
Others,0.26722,0.424309,Others
